user_id,event_timestamp,event_type,event_detail,device_model,page_load_time_ms,session_id,network_type
sim_u_00002356,2026/06/06 06:49,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002356,wifi
sim_u_00002356,2026/06/06 06:50,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002356,wifi
sim_u_00002356,2026/06/06 06:56,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002356,wifi
sim_u_00002357,2026/06/06 06:51,app_open,{},iPhone 14,1875,sim_s_00002357,4g
sim_u_00002357,2026/06/06 06:52,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002357,wifi
sim_u_00002357,2026/06/06 06:53,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002357,wifi
sim_u_00002358,2026/06/06 06:54,app_open,{},iPhone 13,1327,sim_s_00002358,5g
sim_u_00002358,2026/06/06 06:55,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002358,wifi
sim_u_00002358,2026/06/06 06:56,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002358,wifi
sim_u_00002358,2026/06/06 07:02,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002358,wifi
sim_u_00002359,2026/06/06 06:57,app_open,{},Xiaomi 14,526,sim_s_00002359,5g
sim_u_00002359,2026/06/06 06:58,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002359,wifi
sim_u_00002359,2026/06/06 06:59,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002359,wifi
sim_u_00002359,2026/06/06 07:05,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00002359,wifi
sim_u_00002360,2026/06/06 07:00,app_open,{},HUAWEI P60,682,sim_s_00002360,5g
sim_u_00002360,2026/06/06 07:01,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002360,wifi
sim_u_00002360,2026/06/06 07:02,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002360,wifi
sim_u_00002360,2026/06/06 07:08,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002360,wifi
sim_u_00002361,2026/06/06 07:03,app_open,{},iPhone 14,1499,sim_s_00002361,5g
sim_u_00002361,2026/06/06 07:04,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002361,wifi
sim_u_00002361,2026/06/06 07:05,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002361,wifi
sim_u_00002361,2026/06/06 07:11,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002361,wifi
sim_u_00002362,2026/06/06 07:06,app_open,{},HUAWEI P60,1943,sim_s_00002362,5g
sim_u_00002362,2026/06/06 07:07,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002362,wifi
sim_u_00002362,2026/06/06 07:08,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002362,wifi
sim_u_00002363,2026/06/06 07:09,app_open,{},iPhone 13,1966,sim_s_00002363,wifi
sim_u_00002363,2026/06/06 07:10,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002363,wifi
sim_u_00002363,2026/06/06 07:11,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002363,wifi
sim_u_00002363,2026/06/06 07:17,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002363,wifi
sim_u_00002364,2026/06/06 07:12,app_open,{},HUAWEI P60,468,sim_s_00002364,wifi
sim_u_00002364,2026/06/06 07:13,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002364,wifi
sim_u_00002364,2026/06/06 07:14,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002364,wifi
sim_u_00002364,2026/06/06 07:20,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002364,wifi
sim_u_00002365,2026/06/06 07:15,app_open,{},iPhone 13,573,sim_s_00002365,wifi
sim_u_00002365,2026/06/06 07:16,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002365,wifi
sim_u_00002365,2026/06/06 07:17,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002365,wifi
sim_u_00002365,2026/06/06 07:26,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00002365,wifi
sim_u_00002366,2026/06/06 07:18,app_open,{},iPhone 14,1554,sim_s_00002366,5g
sim_u_00002366,2026/06/06 07:19,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002366,wifi
sim_u_00002366,2026/06/06 07:20,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002366,wifi
sim_u_00002366,2026/06/06 07:26,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002366,wifi
sim_u_00002367,2026/06/06 07:21,app_open,{},iPhone 14,1069,sim_s_00002367,5g
sim_u_00002367,2026/06/06 07:22,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002367,wifi
sim_u_00002367,2026/06/06 07:23,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002367,wifi
sim_u_00002367,2026/06/06 07:29,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002367,wifi
sim_u_00002368,2026/06/06 07:24,app_open,{},iPhone 14,990,sim_s_00002368,wifi
sim_u_00002368,2026/06/06 07:25,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002368,wifi
sim_u_00002368,2026/06/06 07:26,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002368,wifi
sim_u_00002368,2026/06/06 07:32,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002368,wifi
sim_u_00002368,2026/06/06 07:35,add_to_cart,"{""item_id"":""sim_item""}",iPhone 14,,sim_s_00002368,wifi
sim_u_00002369,2026/06/06 07:27,app_open,{},HUAWEI P60,828,sim_s_00002369,4g
sim_u_00002369,2026/06/06 07:28,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002369,wifi
sim_u_00002369,2026/06/06 07:29,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002369,wifi
sim_u_00002369,2026/06/09 07:47,order_placed,"{""order_id"":""sim_order""}",HUAWEI P60,,sim_s_00002369,wifi
sim_u_00002370,2026/06/06 07:30,app_open,{},HUAWEI P60,2382,sim_s_00002370,5g
sim_u_00002370,2026/06/06 07:31,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002370,wifi
sim_u_00002370,2026/06/06 07:32,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002370,wifi
sim_u_00002370,2026/06/06 07:38,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002370,wifi
sim_u_00002371,2026/06/06 07:33,app_open,{},iPhone 14,839,sim_s_00002371,wifi
sim_u_00002371,2026/06/06 07:34,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002371,wifi
sim_u_00002371,2026/06/06 07:35,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002371,wifi
sim_u_00002371,2026/06/06 07:41,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002371,wifi
sim_u_00002372,2026/06/06 07:36,app_open,{},HUAWEI P60,838,sim_s_00002372,5g
sim_u_00002372,2026/06/06 07:37,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002372,wifi
sim_u_00002372,2026/06/06 07:38,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002372,wifi
sim_u_00002373,2026/06/06 07:39,app_open,{},iPhone 13,2085,sim_s_00002373,wifi
sim_u_00002373,2026/06/06 07:40,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002373,wifi
sim_u_00002373,2026/06/06 07:41,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002373,wifi
sim_u_00002373,2026/06/06 07:47,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002373,wifi
sim_u_00002373,2026/06/06 07:50,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00002373,wifi
sim_u_00002374,2026/06/06 07:42,app_open,{},OPPO Reno,882,sim_s_00002374,5g
sim_u_00002374,2026/06/06 07:43,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00002374,wifi
sim_u_00002374,2026/06/06 07:44,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00002374,wifi
sim_u_00002374,2026/06/06 07:50,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00002374,wifi
sim_u_00002374,2026/06/06 07:53,add_to_cart,"{""item_id"":""sim_item""}",OPPO Reno,,sim_s_00002374,wifi
sim_u_00002375,2026/06/06 07:45,app_open,{},iPhone 14,1854,sim_s_00002375,wifi
sim_u_00002375,2026/06/06 07:46,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002375,wifi
sim_u_00002375,2026/06/06 07:47,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002375,wifi
sim_u_00002375,2026/06/06 07:53,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002375,wifi
sim_u_00002376,2026/06/06 07:48,app_open,{},HUAWEI P60,1660,sim_s_00002376,wifi
sim_u_00002376,2026/06/06 07:49,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002376,wifi
sim_u_00002376,2026/06/06 07:50,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002376,wifi
sim_u_00002376,2026/06/06 07:56,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002376,wifi
sim_u_00002377,2026/06/06 07:51,app_open,{},HUAWEI P60,1205,sim_s_00002377,5g
sim_u_00002377,2026/06/06 07:52,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002377,wifi
sim_u_00002377,2026/06/06 07:53,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002377,wifi
sim_u_00002377,2026/06/06 08:02,add_to_cart,"{""item_id"":""sim_item""}",HUAWEI P60,,sim_s_00002377,wifi
sim_u_00002378,2026/06/06 07:54,app_open,{},iPhone 14,1840,sim_s_00002378,4g
sim_u_00002378,2026/06/06 07:55,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002378,wifi
sim_u_00002378,2026/06/06 07:56,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002378,wifi
sim_u_00002378,2026/06/06 08:05,add_to_cart,"{""item_id"":""sim_item""}",iPhone 14,,sim_s_00002378,wifi
sim_u_00002379,2026/06/06 07:57,app_open,{},iPhone 14,2084,sim_s_00002379,5g
sim_u_00002379,2026/06/06 07:58,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002379,wifi
sim_u_00002379,2026/06/06 07:59,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002379,wifi
sim_u_00002379,2026/06/06 08:05,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002379,wifi
sim_u_00002379,2026/06/11 08:17,order_placed,"{""order_id"":""sim_order""}",iPhone 14,,sim_s_00002379,wifi
sim_u_00002380,2026/06/06 08:00,app_open,{},HUAWEI P60,2567,sim_s_00002380,4g
sim_u_00002380,2026/06/06 08:01,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002380,wifi
sim_u_00002380,2026/06/06 08:02,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002380,wifi
sim_u_00002380,2026/06/06 08:08,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002380,wifi
sim_u_00002381,2026/06/06 08:03,app_open,{},iPhone 13,789,sim_s_00002381,5g
sim_u_00002381,2026/06/06 08:04,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002381,wifi
sim_u_00002381,2026/06/06 08:05,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002381,wifi
sim_u_00002381,2026/06/06 08:11,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002381,wifi
sim_u_00002381,2026/06/09 08:23,order_placed,"{""order_id"":""sim_order""}",iPhone 13,,sim_s_00002381,wifi
sim_u_00002382,2026/06/06 08:06,app_open,{},Xiaomi 14,1759,sim_s_00002382,4g
sim_u_00002382,2026/06/06 08:07,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002382,wifi
sim_u_00002382,2026/06/06 08:08,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002382,wifi
sim_u_00002383,2026/06/06 08:09,app_open,{},Xiaomi 14,4008,sim_s_00002383,5g
sim_u_00002383,2026/06/06 08:10,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002383,wifi
sim_u_00002383,2026/06/06 08:11,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002383,wifi
sim_u_00002383,2026/06/06 08:17,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00002383,wifi
sim_u_00002384,2026/06/06 08:12,app_open,{},HUAWEI P60,1938,sim_s_00002384,4g
sim_u_00002384,2026/06/06 08:13,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002384,wifi
sim_u_00002384,2026/06/06 08:14,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002384,wifi
sim_u_00002384,2026/06/06 08:20,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002384,wifi
sim_u_00002385,2026/06/06 08:15,app_open,{},OPPO Reno,1331,sim_s_00002385,wifi
sim_u_00002385,2026/06/06 08:16,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00002385,wifi
sim_u_00002385,2026/06/06 08:17,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00002385,wifi
sim_u_00002385,2026/06/06 08:23,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00002385,wifi
sim_u_00002385,2026/06/06 08:26,add_to_cart,"{""item_id"":""sim_item""}",OPPO Reno,,sim_s_00002385,wifi
sim_u_00002386,2026/06/06 08:18,app_open,{},HUAWEI P60,3551,sim_s_00002386,5g
sim_u_00002386,2026/06/06 08:19,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002386,wifi
sim_u_00002386,2026/06/06 08:20,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00002386,wifi
sim_u_00002386,2026/06/06 08:26,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00002386,wifi
sim_u_00002387,2026/06/06 08:21,app_open,{},iPhone 14,1987,sim_s_00002387,wifi
sim_u_00002387,2026/06/06 08:22,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002387,wifi
sim_u_00002387,2026/06/06 08:23,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002387,wifi
sim_u_00002387,2026/06/06 08:29,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002387,wifi
sim_u_00002388,2026/06/06 08:24,app_open,{},OPPO Reno,1975,sim_s_00002388,4g
sim_u_00002388,2026/06/06 08:25,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00002388,wifi
sim_u_00002388,2026/06/06 08:26,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00002388,wifi
sim_u_00002388,2026/06/06 08:32,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00002388,wifi
sim_u_00002388,2026/06/06 08:35,add_to_cart,"{""item_id"":""sim_item""}",OPPO Reno,,sim_s_00002388,wifi
sim_u_00002389,2026/06/06 08:27,app_open,{},OPPO Reno,1447,sim_s_00002389,4g
sim_u_00002389,2026/06/06 08:28,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00002389,wifi
sim_u_00002389,2026/06/06 08:29,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00002389,wifi
sim_u_00002390,2026/06/06 08:30,app_open,{},iPhone 13,1056,sim_s_00002390,4g
sim_u_00002390,2026/06/06 08:31,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002390,wifi
sim_u_00002390,2026/06/06 08:32,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002390,wifi
sim_u_00002390,2026/06/06 08:38,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002390,wifi
sim_u_00002390,2026/06/06 08:41,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00002390,wifi
sim_u_00002391,2026/06/06 08:33,app_open,{},iPhone 14,2528,sim_s_00002391,wifi
sim_u_00002391,2026/06/06 08:34,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002391,wifi
sim_u_00002391,2026/06/06 08:35,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002391,wifi
sim_u_00002391,2026/06/06 08:41,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002391,wifi
sim_u_00002392,2026/06/06 08:36,app_open,{},iPhone 13,1003,sim_s_00002392,5g
sim_u_00002392,2026/06/06 08:37,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002392,wifi
sim_u_00002392,2026/06/06 08:38,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002392,wifi
sim_u_00002392,2026/06/06 08:44,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002392,wifi
sim_u_00002392,2026/06/06 08:47,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00002392,wifi
sim_u_00002393,2026/06/06 08:39,app_open,{},iPhone 13,651,sim_s_00002393,5g
sim_u_00002393,2026/06/06 08:40,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002393,wifi
sim_u_00002393,2026/06/06 08:41,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002393,wifi
sim_u_00002393,2026/06/06 08:47,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002393,wifi
sim_u_00002394,2026/06/06 08:42,app_open,{},iPhone 13,624,sim_s_00002394,wifi
sim_u_00002394,2026/06/06 08:43,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002394,wifi
sim_u_00002394,2026/06/06 08:44,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002394,wifi
sim_u_00002394,2026/06/06 08:50,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002394,wifi
sim_u_00002395,2026/06/06 08:45,app_open,{},iPhone 13,1703,sim_s_00002395,5g
sim_u_00002395,2026/06/06 08:46,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002395,wifi
sim_u_00002395,2026/06/06 08:47,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002395,wifi
sim_u_00002396,2026/06/06 08:48,app_open,{},OPPO Reno,1912,sim_s_00002396,wifi
sim_u_00002396,2026/06/06 08:49,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00002396,wifi
sim_u_00002396,2026/06/06 08:50,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00002396,wifi
sim_u_00002396,2026/06/06 08:56,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00002396,wifi
sim_u_00002397,2026/06/06 08:51,app_open,{},iPhone 14,1324,sim_s_00002397,wifi
sim_u_00002397,2026/06/06 08:52,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002397,wifi
sim_u_00002397,2026/06/06 08:53,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002397,wifi
sim_u_00002397,2026/06/06 08:59,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002397,wifi
sim_u_00002398,2026/06/06 08:54,app_open,{},iPhone 14,1134,sim_s_00002398,4g
sim_u_00002398,2026/06/06 08:55,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002398,wifi
sim_u_00002398,2026/06/06 08:56,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002398,wifi
sim_u_00002399,2026/06/06 08:57,app_open,{},Xiaomi 14,3571,sim_s_00002399,wifi
sim_u_00002399,2026/06/06 08:58,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002399,wifi
sim_u_00002399,2026/06/06 08:59,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002399,wifi
sim_u_00002399,2026/06/06 09:05,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00002399,wifi
sim_u_00002399,2026/06/07 09:17,order_placed,"{""order_id"":""sim_order""}",Xiaomi 14,,sim_s_00002399,wifi
sim_u_00002400,2026/06/06 09:00,app_open,{},iPhone 13,1021,sim_s_00002400,wifi
sim_u_00002400,2026/06/06 09:01,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002400,wifi
sim_u_00002400,2026/06/06 09:02,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002400,wifi
sim_u_00002400,2026/06/11 09:20,order_placed,"{""order_id"":""sim_order""}",iPhone 13,,sim_s_00002400,wifi
sim_u_00002401,2026/06/06 09:03,app_open,{},iPhone 14,1354,sim_s_00002401,4g
sim_u_00002401,2026/06/06 09:04,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002401,wifi
sim_u_00002401,2026/06/06 09:05,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002401,wifi
sim_u_00002401,2026/06/06 09:11,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002401,wifi
sim_u_00002402,2026/06/06 09:06,app_open,{},iPhone 13,1206,sim_s_00002402,5g
sim_u_00002402,2026/06/06 09:07,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002402,wifi
sim_u_00002402,2026/06/06 09:08,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002402,wifi
sim_u_00002402,2026/06/06 09:14,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002402,wifi
sim_u_00002403,2026/06/06 09:09,app_open,{},iPhone 14,2487,sim_s_00002403,wifi
sim_u_00002403,2026/06/06 09:10,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002403,wifi
sim_u_00002403,2026/06/06 09:11,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002403,wifi
sim_u_00002403,2026/06/06 09:17,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002403,wifi
sim_u_00002404,2026/06/06 09:12,app_open,{},Xiaomi 14,1525,sim_s_00002404,wifi
sim_u_00002404,2026/06/06 09:13,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002404,wifi
sim_u_00002404,2026/06/06 09:14,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002404,wifi
sim_u_00002404,2026/06/06 09:20,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00002404,wifi
sim_u_00002404,2026/06/06 09:23,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00002404,wifi
sim_u_00002405,2026/06/06 09:15,app_open,{},Xiaomi 14,2477,sim_s_00002405,wifi
sim_u_00002405,2026/06/06 09:16,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002405,wifi
sim_u_00002405,2026/06/06 09:17,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002405,wifi
sim_u_00002405,2026/06/06 09:23,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00002405,wifi
sim_u_00002405,2026/06/06 09:26,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00002405,wifi
sim_u_00002406,2026/06/06 09:18,app_open,{},iPhone 14,1937,sim_s_00002406,5g
sim_u_00002406,2026/06/06 09:19,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002406,wifi
sim_u_00002406,2026/06/06 09:20,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002406,wifi
sim_u_00002407,2026/06/06 09:21,app_open,{},iPhone 14,905,sim_s_00002407,4g
sim_u_00002407,2026/06/06 09:22,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002407,wifi
sim_u_00002407,2026/06/06 09:23,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002407,wifi
sim_u_00002407,2026/06/06 09:29,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002407,wifi
sim_u_00002408,2026/06/06 09:24,app_open,{},iPhone 14,1884,sim_s_00002408,5g
sim_u_00002408,2026/06/06 09:25,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002408,wifi
sim_u_00002408,2026/06/06 09:26,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002408,wifi
sim_u_00002408,2026/06/06 09:32,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002408,wifi
sim_u_00002409,2026/06/06 09:27,app_open,{},iPhone 13,3400,sim_s_00002409,5g
sim_u_00002409,2026/06/06 09:28,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00002409,wifi
sim_u_00002409,2026/06/06 09:29,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00002409,wifi
sim_u_00002409,2026/06/06 09:35,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00002409,wifi
sim_u_00002409,2026/06/12 09:47,order_placed,"{""order_id"":""sim_order""}",iPhone 13,,sim_s_00002409,wifi
sim_u_00002410,2026/06/06 09:30,app_open,{},Xiaomi 14,975,sim_s_00002410,wifi
sim_u_00002410,2026/06/06 09:31,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002410,wifi
sim_u_00002410,2026/06/06 09:32,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002410,wifi
sim_u_00002411,2026/06/06 09:33,app_open,{},iPhone 14,872,sim_s_00002411,4g
sim_u_00002411,2026/06/06 09:34,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002411,wifi
sim_u_00002411,2026/06/06 09:35,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002411,wifi
sim_u_00002411,2026/06/06 09:41,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00002411,wifi
sim_u_00002412,2026/06/06 09:36,app_open,{},iPhone 14,1561,sim_s_00002412,5g
sim_u_00002412,2026/06/06 09:37,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002412,wifi
sim_u_00002412,2026/06/06 09:38,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002412,wifi
sim_u_00002413,2026/06/06 09:39,app_open,{},iPhone 14,624,sim_s_00002413,4g
sim_u_00002413,2026/06/06 09:40,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00002413,wifi
sim_u_00002413,2026/06/06 09:41,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00002413,wifi
sim_u_00002414,2026/06/06 09:42,app_open,{},OPPO Reno,2482,sim_s_00002414,4g
sim_u_00002414,2026/06/06 09:43,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00002414,wifi
sim_u_00002414,2026/06/06 09:44,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00002414,wifi
sim_u_00002414,2026/06/06 09:50,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00002414,wifi
sim_u_00002415,2026/06/06 09:45,app_open,{},Xiaomi 14,2376,sim_s_00002415,4g
sim_u_00002415,2026/06/06 09:46,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00002415,wifi
sim_u_00002415,2026/06/06 09:47,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00002415,wifi
sim_u_00002415,2026/06/06 09:53,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00002415,wifi
sim_u_00002416,2026/06/06 09:48,app_open,{},HUAWEI P60,1931,sim_s_00002416,wifi
sim_u_00002416,2026/06/06 09:49,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00002416,wifi
