uid,sex,birth_year,membership_level,reg_date,is_88vip,family_account,bindkeep_phone,bindkeep_alipay,bindkeep_bank,default_payment,lifetime_order_count,lifetime_order_amount,avg_monthly_spend_6m,last_618_order_amount,last_double11_order_amount,coupon_used_count_90d,coupon_total_count_90d,category_preference_1,category_preference_2,city_tier,province
sim_u_00001196,Unknown,1994,L4,2016-02-24,0,1,1,1,0,credit_card,59,3467.68,577.95,240.13,95.71,2,9,美妆,母婴,5,北京
sim_u_00001197,F,2000,L3,2018-02-04,0,0,1,1,1,alipay_balance,34,2691.29,448.55,236.07,500.45,1,11,数码,服饰,4,浙江
sim_u_00001198,F,1973,L1,2024-01-16,0,0,1,1,1,alipay_balance,0,0.0,0.0,424.61,238.01,6,9,家居,运动,1,浙江
sim_u_00001199,F,1979,L4,2016-08-17,1,0,1,1,1,alipay_balance,45,3372.45,562.07,344.3,622.55,2,9,数码,服饰,1,北京
sim_u_00001200,F,1980,L5,2024-07-07,0,0,1,1,1,credit_card,97,7165.23,1194.2,450.47,228.4,3,11,图书,服饰,2,浙江
sim_u_00001201,F,1985,L2,2022-07-30,0,0,1,1,1,alipay_balance,17,872.62,145.44,220.04,508.63,2,2,家居,服饰,3,其他
sim_u_00001202,M,1978,L3,2023-10-24,0,0,1,1,1,debit_card,14,1039.41,173.24,71.38,526.78,2,1,家居,家电,2,北京
sim_u_00001203,F,2000,L4,2019-07-04,0,0,1,1,1,credit_card,60,5159.04,859.84,447.81,412.31,6,7,服饰,服饰,2,北京
sim_u_00001204,F,1983,L1,2018-10-17,0,1,1,1,1,alipay_balance,0,0.0,0.0,365.87,340.43,4,10,美妆,食品,3,北京
sim_u_00001205,M,1983,L1,2016-01-26,0,0,1,1,1,alipay_balance,13,1344.02,224.0,351.46,542.25,2,8,数码,服饰,4,江苏
sim_u_00001206,F,1974,L2,2015-05-03,0,0,1,1,1,credit_card,15,1146.86,191.14,444.79,99.57,5,7,家居,母婴,3,浙江
sim_u_00001207,F,1981,L2,2016-04-22,0,0,1,1,1,credit_card,21,1641.47,273.58,250.37,12.64,6,8,数码,家电,1,浙江
sim_u_00001208,Unknown,1986,L3,2022-02-19,0,0,1,1,1,credit_card,38,3451.14,575.19,313.44,653.6,1,3,家居,服饰,2,上海
sim_u_00001209,Unknown,1995,L1,2017-07-04,0,0,1,1,1,debit_card,15,1503.07,250.51,383.44,65.69,6,4,图书,家电,2,其他
sim_u_00001210,M,1972,L3,2022-04-24,0,0,1,1,1,alipay_balance,29,2448.47,408.08,306.66,207.2,4,8,数码,食品,2,浙江
sim_u_00001211,Unknown,1988,L3,2021-11-05,0,0,1,1,1,credit_card,45,4357.55,726.26,39.73,131.44,1,3,服饰,运动,4,上海
sim_u_00001212,F,1993,L3,2023-11-26,0,0,1,1,1,debit_card,25,2810.35,468.39,212.39,336.46,3,5,数码,运动,4,其他
sim_u_00001213,F,2001,L3,2023-07-06,0,1,1,1,1,debit_card,25,2219.4,369.9,393.8,358.6,2,11,数码,运动,3,北京
sim_u_00001214,M,1979,L3,2021-05-25,0,0,1,1,1,credit_card,16,1368.23,228.04,389.54,26.8,3,11,数码,服饰,2,广东
sim_u_00001215,Unknown,1999,L2,2015-09-09,0,0,1,1,1,debit_card,7,435.16,72.53,494.69,87.45,1,10,服饰,服饰,1,浙江
sim_u_00001216,M,1982,L1,2016-12-16,0,0,1,1,1,debit_card,15,811.64,135.27,111.79,480.34,1,6,家居,家电,4,其他
sim_u_00001217,F,1998,L2,2017-07-09,0,0,1,1,1,alipay_balance,22,1201.25,200.21,23.0,328.53,4,8,美妆,运动,2,北京
sim_u_00001218,M,2002,L5,2015-07-27,1,0,1,1,1,credit_card,98,11460.15,1910.02,12.97,705.24,1,7,图书,家电,1,广东
sim_u_00001219,M,1992,L2,2015-02-18,0,0,1,1,1,debit_card,9,621.76,103.63,125.84,792.4,4,1,美妆,服饰,4,北京
sim_u_00001220,Unknown,1989,L1,2023-06-04,0,0,1,1,0,alipay_balance,1,113.95,18.99,121.61,287.01,6,3,美妆,母婴,3,其他
sim_u_00001221,M,1980,L4,2023-11-02,0,0,1,1,1,debit_card,57,6005.79,1000.97,343.09,529.8,6,10,服饰,食品,4,浙江
sim_u_00001222,Unknown,1991,L1,2018-05-12,0,1,1,1,0,debit_card,17,1960.14,326.69,3.74,766.51,2,1,美妆,母婴,2,北京
sim_u_00001223,M,1995,L3,2019-01-04,0,0,1,1,1,credit_card,32,2804.87,467.48,126.52,171.11,6,2,服饰,运动,2,上海
sim_u_00001224,M,1993,L3,2018-06-13,0,0,1,1,1,alipay_balance,16,842.52,140.42,181.86,480.84,5,2,图书,运动,3,广东
sim_u_00001225,M,1998,L2,2017-06-23,0,0,1,1,1,credit_card,23,2628.13,438.02,405.26,210.58,6,5,图书,食品,4,北京
sim_u_00001226,M,2003,L2,2015-03-10,0,0,1,1,1,debit_card,9,1012.93,168.82,429.45,606.02,1,8,图书,母婴,4,浙江
sim_u_00001227,F,2004,L1,2019-04-03,0,1,1,1,0,alipay_balance,17,847.4,141.23,249.65,173.12,1,5,美妆,食品,2,上海
sim_u_00001228,M,1989,L1,2023-01-21,0,0,1,1,1,credit_card,15,1621.14,270.19,271.32,434.92,0,5,美妆,母婴,4,上海
sim_u_00001229,Unknown,1992,L5,2020-03-09,0,0,1,1,0,alipay_balance,88,5294.12,882.35,420.7,523.42,1,12,美妆,运动,4,北京
sim_u_00001230,M,1990,L3,2021-09-24,0,0,1,1,1,debit_card,25,1140.38,190.06,374.19,768.07,2,5,美妆,家电,3,上海
sim_u_00001231,F,1983,L1,2023-09-15,0,0,1,1,1,credit_card,18,1265.73,210.96,337.25,582.16,5,1,家居,母婴,1,浙江
sim_u_00001232,F,1983,L1,2019-02-26,0,0,1,1,0,alipay_balance,18,980.49,163.41,226.68,178.0,2,11,家居,食品,4,广东
sim_u_00001233,F,1973,L2,2024-02-19,0,0,1,1,1,credit_card,5,474.07,79.01,317.06,712.6,3,2,美妆,运动,3,其他
sim_u_00001234,Unknown,1997,L3,2021-11-29,0,0,1,1,1,alipay_balance,32,1492.25,248.71,248.25,610.79,1,7,家居,母婴,1,其他
sim_u_00001235,Unknown,1988,L5,2016-06-03,0,0,1,1,1,credit_card,102,7046.46,1174.41,164.48,739.93,2,3,服饰,家电,1,浙江
sim_u_00001236,F,1980,L1,2017-08-26,0,0,1,1,1,alipay_balance,18,1343.35,223.89,484.19,363.4,2,8,数码,服饰,1,广东
sim_u_00001237,Unknown,1998,L4,2018-03-27,0,0,1,1,1,alipay_balance,54,4332.15,722.02,143.56,242.28,5,7,美妆,母婴,1,北京
sim_u_00001238,F,1983,L5,2015-10-18,0,0,1,1,1,alipay_balance,104,12078.12,2013.02,50.39,177.11,1,7,美妆,家电,4,广东
sim_u_00001239,M,2005,L3,2022-02-11,0,0,1,1,1,alipay_balance,20,2184.44,364.07,139.58,471.0,2,12,家居,母婴,2,江苏
sim_u_00001240,M,1993,L3,2018-08-05,0,0,1,1,1,alipay_balance,24,2061.85,343.64,436.44,598.99,3,6,美妆,服饰,3,其他
sim_u_00001241,Unknown,1974,L1,2019-09-01,0,0,1,1,1,alipay_balance,0,0.0,0.0,260.6,63.6,2,10,服饰,家电,3,上海
sim_u_00001242,F,1972,L5,2016-02-13,0,0,1,1,0,credit_card,110,12000.35,2000.06,101.88,728.63,4,5,家居,食品,1,广东
sim_u_00001243,Unknown,2004,L1,2016-05-10,0,0,1,1,1,credit_card,0,0.0,0.0,340.17,154.99,5,6,家居,家电,3,广东
sim_u_00001244,M,1976,L2,2017-08-06,0,0,1,1,1,credit_card,30,1463.44,243.91,66.5,341.24,5,12,家居,服饰,3,江苏
sim_u_00001245,F,2005,L2,2020-07-01,0,1,1,1,1,debit_card,26,2505.31,417.55,346.81,623.49,3,1,数码,家电,3,北京
sim_u_00001246,Unknown,1982,L5,2022-10-22,0,0,1,1,1,debit_card,83,8259.79,1376.63,55.67,143.64,6,10,美妆,食品,5,广东
sim_u_00001247,Unknown,1979,L3,2018-06-09,0,0,1,1,0,credit_card,36,3052.0,508.67,47.98,775.59,0,10,美妆,运动,5,上海
sim_u_00001248,M,1999,L1,2015-03-18,0,1,1,1,0,credit_card,8,694.39,115.73,306.42,239.3,1,7,服饰,运动,4,广东
sim_u_00001249,Unknown,1974,L1,2022-11-18,0,1,1,1,0,debit_card,8,921.04,153.51,155.44,712.88,2,10,数码,母婴,1,北京
sim_u_00001250,F,1974,L1,2017-06-27,0,0,1,1,1,debit_card,5,573.84,95.64,196.0,259.09,1,8,家居,服饰,5,广东
sim_u_00001251,Unknown,1970,L2,2016-06-26,0,1,1,1,1,credit_card,12,830.63,138.44,351.2,326.63,0,1,家居,运动,2,北京
sim_u_00001252,Unknown,1993,L2,2016-04-25,0,0,1,1,1,credit_card,27,2929.93,488.32,375.06,763.68,3,8,美妆,家电,1,江苏
sim_u_00001253,F,1970,L1,2021-02-06,0,0,1,1,1,debit_card,2,140.73,23.45,406.83,165.66,5,8,家居,服饰,5,北京
sim_u_00001254,F,1989,L3,2021-08-13,0,1,1,1,1,credit_card,28,2928.93,488.15,11.48,154.06,6,3,服饰,服饰,3,上海
sim_u_00001255,Unknown,1973,L4,2018-12-27,0,0,1,1,0,alipay_balance,64,4808.56,801.43,201.99,509.26,3,11,服饰,运动,3,上海
sim_u_00001256,M,1995,L1,2022-08-29,0,0,1,1,0,alipay_balance,19,1255.65,209.28,350.76,564.68,3,4,美妆,服饰,1,其他
sim_u_00001257,Unknown,2005,L1,2021-10-02,0,1,1,1,1,credit_card,13,1342.88,223.81,321.26,374.42,5,3,图书,食品,4,上海
sim_u_00001258,Unknown,1989,L1,2022-02-27,0,0,1,1,1,debit_card,25,2969.03,494.84,239.04,281.63,3,7,图书,家电,1,其他
sim_u_00001259,F,1978,L1,2021-06-03,0,0,1,1,1,debit_card,0,0.0,0.0,392.77,118.33,1,2,图书,服饰,4,广东
sim_u_00001260,F,1972,L1,2016-06-12,0,1,1,1,1,debit_card,1,113.4,18.9,190.43,731.46,2,6,家居,食品,3,江苏
sim_u_00001261,M,1977,L3,2015-08-21,0,1,1,1,1,credit_card,39,4064.0,677.33,490.29,757.93,1,1,图书,家电,2,上海
sim_u_00001262,F,2005,L2,2018-04-27,0,0,1,1,1,alipay_balance,21,2289.19,381.53,170.27,5.15,3,12,图书,母婴,2,广东
sim_u_00001263,Unknown,1970,L2,2015-07-30,0,0,1,1,0,debit_card,10,839.63,139.94,331.08,129.18,1,4,美妆,家电,1,上海
sim_u_00001264,Unknown,1999,L5,2023-11-28,0,0,1,1,1,debit_card,99,9024.42,1504.07,98.63,451.54,2,3,图书,家电,2,上海
sim_u_00001265,F,1984,L2,2015-05-18,0,0,1,1,1,alipay_balance,21,2072.06,345.34,264.21,134.05,2,11,数码,母婴,1,江苏
sim_u_00001266,F,1978,L3,2024-06-09,0,0,1,1,0,debit_card,30,2982.69,497.12,137.05,601.93,1,7,图书,运动,5,其他
sim_u_00001267,M,1998,L2,2016-03-17,0,1,1,1,1,alipay_balance,25,1518.97,253.16,451.42,55.98,6,7,美妆,家电,5,上海
sim_u_00001268,M,1973,L2,2024-03-12,0,0,1,1,1,credit_card,32,3668.0,611.33,9.95,428.68,5,10,图书,母婴,5,其他
sim_u_00001269,M,1996,L3,2020-02-22,0,1,1,1,1,credit_card,34,2601.32,433.55,277.96,797.45,0,12,图书,食品,3,广东
sim_u_00001270,Unknown,2004,L1,2020-07-23,0,0,1,1,1,debit_card,7,491.2,81.87,23.05,413.76,5,7,图书,服饰,3,其他
sim_u_00001271,Unknown,1992,L5,2019-08-07,0,0,1,1,1,credit_card,103,10681.95,1780.33,485.1,367.01,0,1,服饰,母婴,2,上海
sim_u_00001272,F,2004,L1,2015-10-10,0,0,1,1,1,debit_card,2,158.62,26.44,420.57,53.55,1,6,数码,运动,5,浙江
sim_u_00001273,Unknown,1983,L3,2019-01-02,0,0,1,1,1,alipay_balance,30,3084.8,514.13,283.52,491.4,3,4,数码,运动,4,广东
sim_u_00001274,Unknown,1984,L5,2017-11-13,0,0,1,1,1,credit_card,100,6847.6,1141.27,306.2,265.59,5,5,图书,家电,2,北京
sim_u_00001275,M,1999,L5,2015-03-06,0,0,1,1,1,credit_card,84,6512.25,1085.38,453.56,514.03,1,11,美妆,家电,2,浙江
sim_u_00001276,M,1994,L2,2021-02-13,0,1,1,1,0,debit_card,20,995.97,166.0,59.93,500.16,5,12,图书,运动,1,浙江
sim_u_00001277,M,1990,L1,2024-02-28,0,0,1,1,1,alipay_balance,3,198.75,33.12,330.58,481.88,5,2,家居,运动,1,浙江
sim_u_00001278,M,1988,L1,2015-11-29,0,0,1,1,1,credit_card,0,0.0,0.0,13.8,752.35,2,8,家居,母婴,1,浙江
sim_u_00001279,M,1981,L1,2020-05-13,0,0,1,1,1,credit_card,12,1142.34,190.39,353.88,138.11,2,1,美妆,运动,5,北京
sim_u_00001280,Unknown,1991,L3,2015-08-18,0,0,1,1,0,debit_card,35,1955.86,325.98,1.07,461.18,0,12,服饰,服饰,1,上海
sim_u_00001281,F,1996,L2,2015-09-11,0,1,1,1,1,debit_card,18,1128.61,188.1,21.69,327.83,4,2,美妆,运动,2,北京
sim_u_00001282,Unknown,1980,L2,2020-06-29,0,0,1,1,1,alipay_balance,12,1029.95,171.66,495.7,431.43,3,10,图书,食品,2,浙江
sim_u_00001283,Unknown,1978,L2,2024-06-15,0,0,1,1,1,debit_card,13,1091.84,181.97,155.17,174.58,0,10,服饰,运动,5,江苏
sim_u_00001284,F,1993,L1,2015-09-09,0,0,1,1,0,credit_card,22,1098.74,183.12,446.11,736.4,4,9,美妆,运动,4,江苏
sim_u_00001285,F,1998,L2,2018-08-12,0,0,1,1,1,alipay_balance,34,3032.32,505.39,416.31,398.87,2,11,服饰,服饰,5,浙江
sim_u_00001286,Unknown,2003,L1,2018-03-29,0,0,1,1,0,alipay_balance,18,1953.82,325.64,43.0,95.94,4,9,家居,食品,1,广东
sim_u_00001287,Unknown,1993,L4,2020-09-11,0,0,1,1,1,credit_card,65,6288.87,1048.14,432.44,332.2,5,10,图书,运动,2,浙江
sim_u_00001288,M,2003,L1,2021-03-13,0,0,1,1,1,alipay_balance,10,705.94,117.66,118.61,407.98,0,6,美妆,服饰,2,广东
sim_u_00001289,F,1971,L2,2017-11-05,0,0,1,1,1,debit_card,17,1062.5,177.08,497.48,496.82,5,6,数码,运动,4,北京
sim_u_00001290,M,1990,L2,2016-11-06,0,0,1,1,1,credit_card,21,1216.06,202.68,378.58,467.65,3,6,服饰,家电,3,北京
sim_u_00001291,Unknown,1977,L2,2023-04-05,0,1,1,1,1,credit_card,23,1694.65,282.44,166.3,327.57,4,8,图书,服饰,3,上海
sim_u_00001292,M,1998,L4,2018-01-29,0,0,1,1,1,alipay_balance,59,4542.67,757.11,204.38,464.91,2,10,家居,食品,4,北京
sim_u_00001293,F,1989,L4,2024-04-30,1,0,1,1,1,debit_card,63,3929.21,654.87,246.63,163.12,1,1,家居,母婴,3,浙江
sim_u_00001294,F,1986,L1,2023-03-20,0,0,1,1,1,alipay_balance,5,443.24,73.87,145.54,382.35,4,12,服饰,母婴,2,江苏
sim_u_00001295,M,1998,L2,2024-06-01,0,0,1,1,1,credit_card,15,774.8,129.13,84.41,519.23,5,12,家居,运动,2,江苏
sim_u_00001296,F,1998,L3,2015-09-13,0,0,1,1,1,alipay_balance,45,5250.91,875.15,383.55,699.89,2,4,数码,运动,1,其他
sim_u_00001297,M,1970,L3,2021-08-27,0,0,1,1,1,credit_card,45,4432.53,738.75,304.17,623.72,1,1,美妆,服饰,2,北京
sim_u_00001298,Unknown,1980,L2,2015-08-23,0,0,1,1,1,credit_card,21,1191.02,198.5,53.1,238.06,4,11,图书,运动,3,北京
sim_u_00001299,M,1988,L3,2016-01-18,0,0,1,1,0,debit_card,40,3252.12,542.02,212.05,670.2,0,7,数码,运动,3,上海
sim_u_00001300,F,2004,L1,2022-05-09,0,0,1,1,1,alipay_balance,8,702.16,117.03,275.6,237.04,0,8,美妆,家电,2,上海
sim_u_00001301,F,1978,L2,2024-05-09,0,1,1,1,1,alipay_balance,19,1903.9,317.32,375.19,34.87,2,7,图书,服饰,1,浙江
sim_u_00001302,F,1974,L2,2022-08-22,0,0,1,1,1,credit_card,24,2829.41,471.57,327.35,450.95,5,1,图书,家电,1,江苏
sim_u_00001303,F,1972,L4,2022-02-19,0,0,1,1,1,alipay_balance,64,5664.28,944.05,75.06,96.89,5,3,美妆,运动,2,其他
sim_u_00001304,F,2005,L1,2022-07-07,0,0,1,1,1,debit_card,0,0.0,0.0,434.8,610.0,4,1,美妆,家电,4,江苏
sim_u_00001305,Unknown,1995,L3,2015-07-18,0,0,1,1,1,alipay_balance,44,4133.07,688.84,379.36,16.24,1,8,数码,家电,2,上海
sim_u_00001306,M,1978,L4,2015-07-28,0,0,1,1,1,alipay_balance,66,5027.12,837.85,49.05,734.83,5,3,数码,食品,2,广东
sim_u_00001307,M,1997,L2,2023-05-25,0,0,1,1,1,debit_card,24,2364.95,394.16,101.25,47.1,4,6,服饰,家电,4,其他
sim_u_00001308,M,1975,L3,2021-02-02,0,0,1,1,1,alipay_balance,25,1533.64,255.61,383.78,364.24,2,12,服饰,食品,4,北京
sim_u_00001309,F,1999,L2,2020-08-28,0,0,1,1,1,credit_card,17,1111.57,185.26,104.58,275.61,3,9,美妆,食品,5,浙江
sim_u_00001310,Unknown,1973,L4,2016-10-31,1,0,1,1,1,credit_card,53,4555.94,759.32,14.84,400.37,6,1,家居,家电,1,江苏
sim_u_00001311,M,1981,L2,2017-11-14,0,0,1,1,1,alipay_balance,14,1487.57,247.93,229.34,538.88,5,4,服饰,家电,1,其他
sim_u_00001312,F,2001,L1,2018-04-21,0,0,1,1,1,credit_card,11,655.61,109.27,264.41,259.42,0,11,图书,母婴,1,北京
sim_u_00001313,Unknown,1980,L2,2015-01-22,0,0,1,1,1,credit_card,18,1717.53,286.25,230.77,432.04,1,7,美妆,母婴,1,其他
sim_u_00001314,Unknown,1993,L1,2015-09-02,0,0,1,1,1,alipay_balance,0,0.0,0.0,216.12,162.75,3,12,家居,食品,2,北京
sim_u_00001315,M,2000,L3,2019-10-01,0,0,1,1,1,debit_card,29,3183.91,530.65,254.82,664.98,2,1,图书,运动,1,上海
sim_u_00001316,Unknown,1992,L3,2017-10-24,0,0,1,1,1,debit_card,39,3448.67,574.78,261.72,410.19,5,8,数码,食品,4,其他
sim_u_00001317,M,1999,L1,2016-04-05,0,0,1,1,1,debit_card,24,2374.09,395.68,473.81,136.1,6,2,数码,食品,2,广东
sim_u_00001318,F,1993,L3,2018-08-02,0,0,1,1,1,debit_card,34,3720.76,620.13,265.56,392.68,4,2,家居,运动,3,江苏
sim_u_00001319,M,1986,L1,2020-06-12,0,0,1,1,0,alipay_balance,0,0.0,0.0,367.24,72.3,2,7,服饰,食品,3,浙江
sim_u_00001320,F,2001,L4,2015-03-28,1,0,1,1,1,debit_card,43,2259.75,376.62,281.21,792.01,0,6,服饰,家电,3,北京
sim_u_00001321,Unknown,1991,L1,2015-02-04,0,0,1,1,1,alipay_balance,6,510.44,85.07,241.75,670.7,4,1,家居,服饰,1,广东
sim_u_00001322,Unknown,1992,L1,2017-11-17,0,0,1,1,0,alipay_balance,6,606.42,101.07,427.74,400.2,3,3,家居,服饰,2,浙江
sim_u_00001323,M,1976,L2,2021-08-16,0,0,1,1,1,debit_card,34,2294.54,382.42,375.6,426.14,4,4,数码,服饰,4,浙江
sim_u_00001324,F,1973,L3,2015-04-02,0,0,1,1,1,debit_card,40,3912.23,652.04,220.54,221.81,4,12,美妆,服饰,4,广东
sim_u_00001325,F,1971,L1,2015-04-29,0,0,1,1,1,alipay_balance,9,964.04,160.67,333.53,540.93,0,10,服饰,服饰,5,江苏
sim_u_00001326,F,1982,L4,2020-05-15,1,0,1,1,1,credit_card,62,6120.43,1020.07,461.74,521.3,0,10,服饰,服饰,3,北京
sim_u_00001327,Unknown,1987,L3,2019-07-11,0,0,1,1,1,alipay_balance,43,2203.21,367.2,173.61,643.61,4,9,家居,服饰,1,上海
sim_u_00001328,M,1982,L2,2022-10-30,0,0,1,1,1,alipay_balance,7,415.44,69.24,172.44,733.94,6,9,数码,母婴,3,广东
sim_u_00001329,M,1996,L2,2019-11-12,0,0,1,1,1,credit_card,22,2000.76,333.46,449.13,229.03,2,3,美妆,服饰,1,上海
sim_u_00001330,F,1984,L2,2021-06-18,0,0,1,1,1,debit_card,18,1199.35,199.89,110.01,48.13,5,3,图书,母婴,3,北京
sim_u_00001331,M,1980,L4,2023-05-31,0,0,1,1,1,alipay_balance,62,3497.0,582.83,200.59,468.72,4,3,图书,服饰,1,北京
sim_u_00001332,Unknown,1982,L1,2023-02-10,0,0,1,1,1,alipay_balance,0,0.0,0.0,464.09,227.64,5,12,家居,母婴,3,北京
sim_u_00001333,Unknown,1973,L2,2024-05-07,0,0,1,1,1,debit_card,3,329.39,54.9,113.03,749.29,0,8,家居,食品,4,其他
sim_u_00001334,M,1997,L2,2021-05-29,0,0,1,1,0,alipay_balance,14,1363.25,227.21,144.43,340.56,0,9,家居,服饰,1,江苏
sim_u_00001335,Unknown,1981,L1,2016-10-04,0,0,1,1,0,debit_card,5,309.57,51.59,114.06,218.46,6,5,家居,服饰,3,江苏
sim_u_00001336,Unknown,1993,L1,2018-04-16,0,0,1,1,1,debit_card,6,621.97,103.66,3.05,335.05,5,11,家居,运动,2,广东
sim_u_00001337,F,1977,L1,2018-01-28,0,0,1,1,1,debit_card,18,1703.14,283.86,193.4,26.31,5,11,服饰,家电,4,其他
sim_u_00001338,F,2003,L2,2019-05-11,0,0,1,1,0,debit_card,20,1902.39,317.06,32.96,315.26,6,3,家居,母婴,1,江苏
sim_u_00001339,Unknown,2005,L3,2024-05-09,0,0,1,1,1,alipay_balance,34,1530.27,255.04,46.38,748.0,3,3,美妆,服饰,3,广东
sim_u_00001340,F,1996,L3,2017-07-18,0,0,1,1,1,debit_card,20,2083.98,347.33,59.22,278.44,2,12,服饰,家电,3,上海
sim_u_00001341,Unknown,1971,L2,2018-09-21,0,0,1,1,1,debit_card,12,691.86,115.31,74.96,708.48,0,10,家居,服饰,5,其他
sim_u_00001342,M,1983,L3,2022-08-24,0,0,1,1,1,credit_card,46,3080.55,513.43,434.27,234.4,6,3,美妆,食品,1,广东
sim_u_00001343,F,1986,L2,2016-05-09,0,0,1,1,1,credit_card,6,395.52,65.92,471.03,275.92,3,6,服饰,食品,1,浙江
sim_u_00001344,M,1994,L2,2020-05-17,0,0,1,1,1,alipay_balance,12,1128.74,188.12,209.36,34.4,4,6,服饰,食品,3,浙江
sim_u_00001345,M,1975,L4,2019-12-08,1,0,1,1,1,alipay_balance,49,4102.22,683.7,258.47,290.3,2,9,服饰,母婴,2,江苏
sim_u_00001346,M,1999,L3,2015-12-30,0,0,1,1,0,credit_card,33,2264.82,377.47,495.24,223.58,4,7,服饰,服饰,1,浙江
sim_u_00001347,Unknown,1991,L3,2023-05-16,0,0,1,1,1,debit_card,30,2314.16,385.69,113.46,194.02,6,4,数码,运动,2,北京
sim_u_00001348,F,1980,L2,2023-07-30,0,0,1,1,0,alipay_balance,14,1541.95,256.99,29.72,87.55,0,8,家居,运动,1,其他
sim_u_00001349,Unknown,1985,L2,2023-05-29,0,0,1,1,1,alipay_balance,24,1475.97,246.0,113.22,634.45,3,6,图书,家电,2,其他
sim_u_00001350,M,1981,L3,2017-10-24,0,0,1,1,0,alipay_balance,25,1924.97,320.83,105.49,554.81,0,3,美妆,服饰,2,江苏
sim_u_00001351,Unknown,1986,L4,2015-06-03,0,0,1,1,0,credit_card,65,3352.55,558.76,45.62,484.79,0,10,数码,服饰,1,其他
sim_u_00001352,Unknown,2005,L4,2018-09-17,0,1,1,1,1,credit_card,58,5021.54,836.92,197.91,308.3,6,5,服饰,食品,1,江苏
sim_u_00001353,F,1974,L2,2019-11-04,0,0,1,1,1,credit_card,11,1271.41,211.9,268.11,702.99,0,9,美妆,服饰,4,广东
sim_u_00001354,M,1971,L5,2023-03-31,1,0,1,1,1,alipay_balance,93,10434.28,1739.05,412.45,393.56,0,12,数码,母婴,4,北京
sim_u_00001355,F,1982,L3,2022-06-19,0,1,1,1,1,alipay_balance,41,2283.09,380.52,163.11,152.99,0,1,家居,家电,1,江苏
sim_u_00001356,Unknown,1993,L2,2018-01-17,0,0,1,1,0,alipay_balance,22,1843.87,307.31,14.18,473.84,3,5,图书,食品,3,浙江
sim_u_00001357,Unknown,1981,L3,2015-03-24,0,0,1,1,1,debit_card,34,2331.42,388.57,290.08,356.03,0,3,美妆,运动,1,其他
sim_u_00001358,F,1981,L1,2018-07-29,0,0,1,1,1,alipay_balance,0,0.0,0.0,427.44,776.37,4,1,家居,食品,5,江苏
sim_u_00001359,M,1988,L3,2020-03-25,0,0,1,1,1,credit_card,28,3153.51,525.59,339.11,30.67,6,1,图书,服饰,2,上海
sim_u_00001360,M,1998,L5,2024-04-20,0,0,1,1,0,alipay_balance,106,5966.73,994.45,268.08,42.79,2,3,家居,服饰,2,浙江
sim_u_00001361,F,1973,L5,2021-04-07,0,0,1,1,1,credit_card,104,7382.82,1230.47,281.32,370.39,2,5,数码,家电,2,浙江
sim_u_00001362,M,1991,L3,2016-07-31,0,0,1,1,1,credit_card,34,3311.28,551.88,417.58,679.89,5,5,图书,运动,5,其他
sim_u_00001363,Unknown,1970,L3,2017-08-31,0,0,1,1,1,credit_card,22,2115.13,352.52,415.46,199.92,5,4,数码,运动,2,上海
sim_u_00001364,F,1972,L1,2017-11-14,0,0,1,1,1,alipay_balance,10,462.83,77.14,383.29,185.25,5,12,数码,食品,2,广东
sim_u_00001365,F,2004,L3,2022-02-22,0,0,1,1,1,credit_card,35,3993.34,665.56,281.89,139.79,4,8,服饰,家电,4,浙江
sim_u_00001366,F,1999,L2,2021-10-31,0,0,1,1,1,alipay_balance,14,1663.89,277.31,74.87,232.6,5,8,美妆,母婴,4,浙江
sim_u_00001367,Unknown,2004,L4,2015-07-20,1,0,1,1,1,credit_card,56,3818.51,636.42,137.45,350.7,4,12,家居,食品,4,广东
sim_u_00001368,Unknown,1988,L3,2023-12-18,0,0,1,1,1,debit_card,13,731.59,121.93,482.54,18.42,3,8,美妆,服饰,1,其他
sim_u_00001369,Unknown,1975,L1,2018-01-27,0,0,1,1,0,alipay_balance,0,0.0,0.0,413.46,672.61,1,5,美妆,运动,2,浙江
sim_u_00001370,F,1980,L1,2017-05-19,0,0,1,1,1,credit_card,7,440.87,73.48,320.48,792.24,5,9,家居,食品,5,浙江
sim_u_00001371,M,2001,L2,2017-04-17,0,0,1,1,1,alipay_balance,14,1312.69,218.78,426.36,263.59,6,9,服饰,食品,1,其他
sim_u_00001372,M,1971,L4,2020-11-11,0,1,1,1,1,credit_card,72,3898.73,649.79,384.41,24.68,6,9,美妆,家电,1,上海
sim_u_00001373,F,1995,L1,2019-06-04,0,0,1,1,1,credit_card,7,394.06,65.68,488.32,674.86,5,11,服饰,食品,5,广东
sim_u_00001374,F,1999,L2,2018-08-07,0,0,1,1,1,debit_card,5,327.33,54.55,142.65,623.86,2,11,家居,食品,2,上海
sim_u_00001375,M,1995,L4,2017-10-17,0,0,1,1,1,credit_card,60,4149.62,691.6,216.39,624.72,1,12,服饰,家电,3,其他
sim_u_00001376,M,1986,L2,2018-03-13,0,1,1,1,1,credit_card,29,2005.73,334.29,101.73,557.65,6,9,美妆,母婴,3,其他
sim_u_00001377,F,1994,L2,2023-05-04,0,0,1,1,1,debit_card,11,1139.71,189.95,231.91,493.73,4,12,美妆,家电,3,江苏
sim_u_00001378,F,1994,L1,2020-03-04,0,0,1,1,0,debit_card,13,598.66,99.78,37.78,61.4,5,5,图书,运动,2,浙江
