user_id,ab_test_group,first_exposure_date,total_exposure_days,exposure_sessions,version_build,assignment_date
sim_u_00001397,holdout,2026-06-04,18,8,agent-sim-1.0,2026-06-04
sim_u_00001398,holdout,2026-06-04,8,13,agent-sim-1.0,2026-06-04
sim_u_00001399,holdout,2026-06-04,12,13,agent-sim-1.0,2026-06-04
sim_u_00001400,holdout,2026-06-04,11,13,agent-sim-1.0,2026-06-04
sim_u_00001401,holdout,2026-06-04,25,15,agent-sim-1.0,2026-06-04
sim_u_00001402,holdout,2026-06-04,8,9,agent-sim-1.0,2026-06-04
sim_u_00001403,holdout,2026-06-04,14,13,agent-sim-1.0,2026-06-04
sim_u_00001404,holdout,2026-06-04,7,13,agent-sim-1.0,2026-06-04
sim_u_00001405,holdout,2026-06-04,25,11,agent-sim-1.0,2026-06-04
sim_u_00001406,holdout,2026-06-04,27,10,agent-sim-1.0,2026-06-04
sim_u_00001407,holdout,2026-06-04,27,8,agent-sim-1.0,2026-06-04
sim_u_00001408,holdout,2026-06-04,22,11,agent-sim-1.0,2026-06-04
sim_u_00001409,holdout,2026-06-04,21,8,agent-sim-1.0,2026-06-04
sim_u_00001410,holdout,2026-06-04,13,9,agent-sim-1.0,2026-06-04
sim_u_00001411,holdout,2026-06-04,26,16,agent-sim-1.0,2026-06-04
sim_u_00001412,holdout,2026-06-04,24,10,agent-sim-1.0,2026-06-04
sim_u_00001413,holdout,2026-06-04,27,13,agent-sim-1.0,2026-06-04
sim_u_00001414,holdout,2026-06-04,9,4,agent-sim-1.0,2026-06-04
sim_u_00001415,holdout,2026-06-04,14,6,agent-sim-1.0,2026-06-04
sim_u_00001416,holdout,2026-06-04,26,13,agent-sim-1.0,2026-06-04
sim_u_00001417,holdout,2026-06-04,25,10,agent-sim-1.0,2026-06-04
sim_u_00001418,holdout,2026-06-04,28,16,agent-sim-1.0,2026-06-04
sim_u_00001419,holdout,2026-06-04,16,13,agent-sim-1.0,2026-06-04
sim_u_00001420,holdout,2026-06-04,11,7,agent-sim-1.0,2026-06-04
sim_u_00001421,holdout,2026-06-04,14,16,agent-sim-1.0,2026-06-04
sim_u_00001422,holdout,2026-06-04,21,7,agent-sim-1.0,2026-06-04
sim_u_00001423,holdout,2026-06-04,24,9,agent-sim-1.0,2026-06-04
sim_u_00001424,holdout,2026-06-04,25,14,agent-sim-1.0,2026-06-04
sim_u_00001425,holdout,2026-06-04,13,6,agent-sim-1.0,2026-06-04
sim_u_00001426,holdout,2026-06-04,12,16,agent-sim-1.0,2026-06-04
sim_u_00001427,holdout,2026-06-04,7,7,agent-sim-1.0,2026-06-04
sim_u_00001428,holdout,2026-06-04,12,3,agent-sim-1.0,2026-06-04
sim_u_00001429,holdout,2026-06-04,23,13,agent-sim-1.0,2026-06-04
sim_u_00001430,holdout,2026-06-04,20,9,agent-sim-1.0,2026-06-04
sim_u_00001431,holdout,2026-06-04,23,2,agent-sim-1.0,2026-06-04
sim_u_00001432,holdout,2026-06-04,14,11,agent-sim-1.0,2026-06-04
sim_u_00001433,holdout,2026-06-04,10,9,agent-sim-1.0,2026-06-04
sim_u_00001434,holdout,2026-06-04,8,13,agent-sim-1.0,2026-06-04
sim_u_00001435,holdout,2026-06-04,28,7,agent-sim-1.0,2026-06-04
sim_u_00001436,holdout,2026-06-04,12,9,agent-sim-1.0,2026-06-04
sim_u_00001437,holdout,2026-06-04,8,16,agent-sim-1.0,2026-06-04
sim_u_00001438,holdout,2026-06-04,21,16,agent-sim-1.0,2026-06-04
sim_u_00001439,holdout,2026-06-04,14,6,agent-sim-1.0,2026-06-04
sim_u_00001440,holdout,2026-06-04,7,14,agent-sim-1.0,2026-06-04
sim_u_00001441,holdout,2026-06-04,13,13,agent-sim-1.0,2026-06-04
sim_u_00001442,holdout,2026-06-04,11,12,agent-sim-1.0,2026-06-04
sim_u_00001443,holdout,2026-06-04,26,13,agent-sim-1.0,2026-06-04
sim_u_00001444,holdout,2026-06-04,21,8,agent-sim-1.0,2026-06-04
sim_u_00001445,holdout,2026-06-04,17,9,agent-sim-1.0,2026-06-04
sim_u_00001446,holdout,2026-06-04,26,6,agent-sim-1.0,2026-06-04
sim_u_00001447,holdout,2026-06-04,10,15,agent-sim-1.0,2026-06-04
sim_u_00001448,holdout,2026-06-04,16,10,agent-sim-1.0,2026-06-04
sim_u_00001449,holdout,2026-06-04,28,8,agent-sim-1.0,2026-06-04
sim_u_00001450,holdout,2026-06-04,16,9,agent-sim-1.0,2026-06-04
sim_u_00001451,holdout,2026-06-04,24,9,agent-sim-1.0,2026-06-04
sim_u_00001452,holdout,2026-06-04,11,14,agent-sim-1.0,2026-06-04
sim_u_00001453,holdout,2026-06-04,22,12,agent-sim-1.0,2026-06-04
sim_u_00001454,holdout,2026-06-04,27,14,agent-sim-1.0,2026-06-04
sim_u_00001455,holdout,2026-06-04,10,16,agent-sim-1.0,2026-06-04
sim_u_00001456,holdout,2026-06-04,9,15,agent-sim-1.0,2026-06-04
sim_u_00001457,holdout,2026-06-04,11,13,agent-sim-1.0,2026-06-04
sim_u_00001458,holdout,2026-06-04,28,12,agent-sim-1.0,2026-06-04
sim_u_00001459,holdout,2026-06-04,25,12,agent-sim-1.0,2026-06-04
sim_u_00001460,holdout,2026-06-04,9,13,agent-sim-1.0,2026-06-04
sim_u_00001461,holdout,2026-06-04,11,5,agent-sim-1.0,2026-06-04
sim_u_00001462,holdout,2026-06-04,9,4,agent-sim-1.0,2026-06-04
sim_u_00001463,holdout,2026-06-04,18,10,agent-sim-1.0,2026-06-04
sim_u_00001464,holdout,2026-06-04,14,7,agent-sim-1.0,2026-06-04
sim_u_00001465,holdout,2026-06-04,27,9,agent-sim-1.0,2026-06-04
sim_u_00001466,holdout,2026-06-04,26,7,agent-sim-1.0,2026-06-04
sim_u_00001467,holdout,2026-06-04,23,5,agent-sim-1.0,2026-06-04
sim_u_00001468,holdout,2026-06-04,17,10,agent-sim-1.0,2026-06-04
sim_u_00001469,holdout,2026-06-04,20,4,agent-sim-1.0,2026-06-04
sim_u_00001470,holdout,2026-06-04,15,7,agent-sim-1.0,2026-06-04
sim_u_00001471,holdout,2026-06-04,12,2,agent-sim-1.0,2026-06-04
sim_u_00001472,holdout,2026-06-04,7,14,agent-sim-1.0,2026-06-04
sim_u_00001473,holdout,2026-06-04,26,6,agent-sim-1.0,2026-06-04
sim_u_00001474,holdout,2026-06-04,9,3,agent-sim-1.0,2026-06-04
sim_u_00001475,holdout,2026-06-04,8,11,agent-sim-1.0,2026-06-04
sim_u_00001476,holdout,2026-06-04,16,12,agent-sim-1.0,2026-06-04
sim_u_00001477,holdout,2026-06-04,7,10,agent-sim-1.0,2026-06-04
sim_u_00001478,holdout,2026-06-04,12,6,agent-sim-1.0,2026-06-04
sim_u_00001479,holdout,2026-06-04,8,13,agent-sim-1.0,2026-06-04
sim_u_00001480,holdout,2026-06-04,12,8,agent-sim-1.0,2026-06-04
sim_u_00001481,holdout,2026-06-04,9,7,agent-sim-1.0,2026-06-04
sim_u_00001482,holdout,2026-06-04,26,8,agent-sim-1.0,2026-06-04
sim_u_00001483,holdout,2026-06-04,10,14,agent-sim-1.0,2026-06-04
sim_u_00001484,holdout,2026-06-04,20,15,agent-sim-1.0,2026-06-04
sim_u_00001485,holdout,2026-06-04,21,15,agent-sim-1.0,2026-06-04
sim_u_00001486,holdout,2026-06-04,23,12,agent-sim-1.0,2026-06-04
sim_u_00001487,holdout,2026-06-04,9,4,agent-sim-1.0,2026-06-04
sim_u_00001488,holdout,2026-06-04,25,6,agent-sim-1.0,2026-06-04
sim_u_00001489,holdout,2026-06-04,16,13,agent-sim-1.0,2026-06-04
sim_u_00001490,holdout,2026-06-04,21,8,agent-sim-1.0,2026-06-04
sim_u_00001491,holdout,2026-06-04,22,3,agent-sim-1.0,2026-06-04
sim_u_00001492,holdout,2026-06-04,27,6,agent-sim-1.0,2026-06-04
sim_u_00001493,holdout,2026-06-04,13,15,agent-sim-1.0,2026-06-04
sim_u_00001494,holdout,2026-06-04,23,5,agent-sim-1.0,2026-06-04
sim_u_00001495,holdout,2026-06-04,16,6,agent-sim-1.0,2026-06-04
sim_u_00001496,holdout,2026-06-04,13,7,agent-sim-1.0,2026-06-04
sim_u_00001497,holdout,2026-06-04,13,6,agent-sim-1.0,2026-06-04
sim_u_00001498,holdout,2026-06-04,27,7,agent-sim-1.0,2026-06-04
sim_u_00001499,holdout,2026-06-04,18,5,agent-sim-1.0,2026-06-04
sim_u_00001500,holdout,2026-06-04,8,4,agent-sim-1.0,2026-06-04
sim_u_00001501,holdout,2026-06-04,12,15,agent-sim-1.0,2026-06-04
sim_u_00001502,holdout,2026-06-04,7,2,agent-sim-1.0,2026-06-04
sim_u_00001503,holdout,2026-06-04,22,5,agent-sim-1.0,2026-06-04
sim_u_00001504,holdout,2026-06-04,13,14,agent-sim-1.0,2026-06-04
sim_u_00001505,holdout,2026-06-04,20,10,agent-sim-1.0,2026-06-04
sim_u_00001506,holdout,2026-06-04,28,5,agent-sim-1.0,2026-06-04
sim_u_00001507,holdout,2026-06-04,14,5,agent-sim-1.0,2026-06-04
sim_u_00001508,holdout,2026-06-04,25,4,agent-sim-1.0,2026-06-04
sim_u_00001509,holdout,2026-06-04,12,15,agent-sim-1.0,2026-06-04
sim_u_00001510,holdout,2026-06-04,12,7,agent-sim-1.0,2026-06-04
sim_u_00001511,holdout,2026-06-04,14,8,agent-sim-1.0,2026-06-04
sim_u_00001512,holdout,2026-06-04,23,16,agent-sim-1.0,2026-06-04
sim_u_00001513,holdout,2026-06-04,11,2,agent-sim-1.0,2026-06-04
sim_u_00001514,holdout,2026-06-04,13,5,agent-sim-1.0,2026-06-04
sim_u_00001515,holdout,2026-06-04,23,5,agent-sim-1.0,2026-06-04
sim_u_00001516,holdout,2026-06-04,15,3,agent-sim-1.0,2026-06-04
sim_u_00001517,holdout,2026-06-04,14,15,agent-sim-1.0,2026-06-04
sim_u_00001518,holdout,2026-06-04,27,2,agent-sim-1.0,2026-06-04
sim_u_00001519,holdout,2026-06-04,11,7,agent-sim-1.0,2026-06-04
sim_u_00001520,holdout,2026-06-04,8,5,agent-sim-1.0,2026-06-04
sim_u_00001521,holdout,2026-06-04,14,2,agent-sim-1.0,2026-06-04
sim_u_00001522,holdout,2026-06-04,18,16,agent-sim-1.0,2026-06-04
sim_u_00001523,holdout,2026-06-04,25,7,agent-sim-1.0,2026-06-04
sim_u_00001524,holdout,2026-06-04,18,3,agent-sim-1.0,2026-06-04
sim_u_00001525,holdout,2026-06-04,15,5,agent-sim-1.0,2026-06-04
sim_u_00001526,holdout,2026-06-04,22,7,agent-sim-1.0,2026-06-04
sim_u_00001527,holdout,2026-06-04,17,15,agent-sim-1.0,2026-06-04
sim_u_00001528,holdout,2026-06-04,27,2,agent-sim-1.0,2026-06-04
sim_u_00001529,holdout,2026-06-04,9,3,agent-sim-1.0,2026-06-04
sim_u_00001530,holdout,2026-06-04,11,7,agent-sim-1.0,2026-06-04
sim_u_00001531,holdout,2026-06-04,28,13,agent-sim-1.0,2026-06-04
sim_u_00001532,holdout,2026-06-04,15,9,agent-sim-1.0,2026-06-04
sim_u_00001533,holdout,2026-06-04,15,9,agent-sim-1.0,2026-06-04
sim_u_00001534,holdout,2026-06-04,23,6,agent-sim-1.0,2026-06-04
sim_u_00001535,holdout,2026-06-04,12,15,agent-sim-1.0,2026-06-04
sim_u_00001536,holdout,2026-06-04,10,2,agent-sim-1.0,2026-06-04
sim_u_00001537,holdout,2026-06-04,16,12,agent-sim-1.0,2026-06-04
sim_u_00001538,holdout,2026-06-04,26,4,agent-sim-1.0,2026-06-04
sim_u_00001539,holdout,2026-06-04,28,9,agent-sim-1.0,2026-06-04
sim_u_00001540,holdout,2026-06-04,27,2,agent-sim-1.0,2026-06-04
sim_u_00001541,holdout,2026-06-04,8,16,agent-sim-1.0,2026-06-04
sim_u_00001542,holdout,2026-06-04,10,15,agent-sim-1.0,2026-06-04
sim_u_00001543,holdout,2026-06-04,25,14,agent-sim-1.0,2026-06-04
sim_u_00001544,holdout,2026-06-04,10,6,agent-sim-1.0,2026-06-04
sim_u_00001545,holdout,2026-06-04,21,14,agent-sim-1.0,2026-06-04
sim_u_00001546,holdout,2026-06-04,14,3,agent-sim-1.0,2026-06-04
sim_u_00001547,holdout,2026-06-04,26,14,agent-sim-1.0,2026-06-04
sim_u_00001548,holdout,2026-06-04,8,8,agent-sim-1.0,2026-06-04
sim_u_00001549,holdout,2026-06-04,28,4,agent-sim-1.0,2026-06-04
sim_u_00001550,holdout,2026-06-04,23,7,agent-sim-1.0,2026-06-04
sim_u_00001551,holdout,2026-06-04,28,4,agent-sim-1.0,2026-06-04
sim_u_00001552,holdout,2026-06-04,16,15,agent-sim-1.0,2026-06-04
sim_u_00001553,holdout,2026-06-04,25,12,agent-sim-1.0,2026-06-04
sim_u_00001554,holdout,2026-06-04,24,11,agent-sim-1.0,2026-06-04
sim_u_00001555,holdout,2026-06-04,24,3,agent-sim-1.0,2026-06-04
sim_u_00001556,holdout,2026-06-04,9,12,agent-sim-1.0,2026-06-04
sim_u_00001557,holdout,2026-06-04,26,12,agent-sim-1.0,2026-06-04
sim_u_00001558,holdout,2026-06-04,22,7,agent-sim-1.0,2026-06-04
sim_u_00001559,holdout,2026-06-04,21,10,agent-sim-1.0,2026-06-04
sim_u_00001560,holdout,2026-06-04,21,13,agent-sim-1.0,2026-06-04
sim_u_00001561,holdout,2026-06-04,21,2,agent-sim-1.0,2026-06-04
sim_u_00001562,holdout,2026-06-04,24,14,agent-sim-1.0,2026-06-04
sim_u_00001563,holdout,2026-06-04,26,11,agent-sim-1.0,2026-06-04
sim_u_00001564,holdout,2026-06-04,13,4,agent-sim-1.0,2026-06-04
sim_u_00001565,holdout,2026-06-04,10,4,agent-sim-1.0,2026-06-04
sim_u_00001566,holdout,2026-06-04,20,4,agent-sim-1.0,2026-06-04
sim_u_00001567,holdout,2026-06-04,24,8,agent-sim-1.0,2026-06-04
sim_u_00001568,holdout,2026-06-04,8,13,agent-sim-1.0,2026-06-04
sim_u_00001569,holdout,2026-06-04,15,4,agent-sim-1.0,2026-06-04
sim_u_00001570,holdout,2026-06-04,14,12,agent-sim-1.0,2026-06-04
sim_u_00001571,holdout,2026-06-04,19,15,agent-sim-1.0,2026-06-04
sim_u_00001572,holdout,2026-06-04,24,13,agent-sim-1.0,2026-06-04
sim_u_00001573,holdout,2026-06-04,11,6,agent-sim-1.0,2026-06-04
sim_u_00001574,holdout,2026-06-04,9,16,agent-sim-1.0,2026-06-04
sim_u_00001575,holdout,2026-06-04,10,11,agent-sim-1.0,2026-06-04
sim_u_00001576,holdout,2026-06-04,25,8,agent-sim-1.0,2026-06-04
sim_u_00001577,holdout,2026-06-04,13,15,agent-sim-1.0,2026-06-04
sim_u_00001578,holdout,2026-06-04,19,2,agent-sim-1.0,2026-06-04
sim_u_00001579,holdout,2026-06-04,15,3,agent-sim-1.0,2026-06-04
sim_u_00001580,holdout,2026-06-04,16,12,agent-sim-1.0,2026-06-04
sim_u_00001581,holdout,2026-06-04,28,5,agent-sim-1.0,2026-06-04
sim_u_00001582,holdout,2026-06-04,13,8,agent-sim-1.0,2026-06-04
sim_u_00001583,holdout,2026-06-04,11,16,agent-sim-1.0,2026-06-04
sim_u_00001584,holdout,2026-06-04,25,4,agent-sim-1.0,2026-06-04
sim_u_00001585,holdout,2026-06-04,28,5,agent-sim-1.0,2026-06-04
sim_u_00001586,holdout,2026-06-04,10,2,agent-sim-1.0,2026-06-04
sim_u_00001587,holdout,2026-06-04,15,15,agent-sim-1.0,2026-06-04
sim_u_00001588,holdout,2026-06-04,17,4,agent-sim-1.0,2026-06-04
sim_u_00001589,holdout,2026-06-04,13,3,agent-sim-1.0,2026-06-04
sim_u_00001590,holdout,2026-06-04,26,15,agent-sim-1.0,2026-06-04
sim_u_00001591,holdout,2026-06-04,17,7,agent-sim-1.0,2026-06-04
sim_u_00001592,holdout,2026-06-04,14,10,agent-sim-1.0,2026-06-04
sim_u_00001593,holdout,2026-06-04,28,14,agent-sim-1.0,2026-06-04
sim_u_00001594,holdout,2026-06-04,22,4,agent-sim-1.0,2026-06-04
sim_u_00001595,holdout,2026-06-04,21,10,agent-sim-1.0,2026-06-04
sim_u_00001596,holdout,2026-06-04,27,6,agent-sim-1.0,2026-06-04
sim_u_00001597,holdout,2026-06-04,17,8,agent-sim-1.0,2026-06-04
sim_u_00001598,holdout,2026-06-04,23,7,agent-sim-1.0,2026-06-04
sim_u_00001599,holdout,2026-06-04,7,10,agent-sim-1.0,2026-06-04
sim_u_00001600,holdout,2026-06-04,12,2,agent-sim-1.0,2026-06-04
sim_u_00001601,holdout,2026-06-04,13,8,agent-sim-1.0,2026-06-04
sim_u_00001602,holdout,2026-06-04,16,9,agent-sim-1.0,2026-06-04
sim_u_00001603,holdout,2026-06-04,25,9,agent-sim-1.0,2026-06-04
sim_u_00001604,holdout,2026-06-04,10,7,agent-sim-1.0,2026-06-04
sim_u_00001605,holdout,2026-06-04,26,3,agent-sim-1.0,2026-06-04
sim_u_00001606,holdout,2026-06-04,28,6,agent-sim-1.0,2026-06-04
sim_u_00001607,holdout,2026-06-04,28,16,agent-sim-1.0,2026-06-04
sim_u_00001608,holdout,2026-06-04,12,9,agent-sim-1.0,2026-06-04
sim_u_00001609,holdout,2026-06-04,8,3,agent-sim-1.0,2026-06-04
sim_u_00001610,holdout,2026-06-04,7,13,agent-sim-1.0,2026-06-04
sim_u_00001611,holdout,2026-06-04,7,9,agent-sim-1.0,2026-06-04
sim_u_00001612,holdout,2026-06-04,17,7,agent-sim-1.0,2026-06-04
sim_u_00001613,holdout,2026-06-04,8,10,agent-sim-1.0,2026-06-04
sim_u_00001614,holdout,2026-06-04,10,7,agent-sim-1.0,2026-06-04
sim_u_00001615,holdout,2026-06-04,22,7,agent-sim-1.0,2026-06-04
sim_u_00001616,holdout,2026-06-04,26,2,agent-sim-1.0,2026-06-04
sim_u_00001617,holdout,2026-06-04,28,14,agent-sim-1.0,2026-06-04
sim_u_00001618,holdout,2026-06-04,11,9,agent-sim-1.0,2026-06-04
sim_u_00001619,holdout,2026-06-04,14,3,agent-sim-1.0,2026-06-04
sim_u_00001620,holdout,2026-06-04,15,6,agent-sim-1.0,2026-06-04
sim_u_00001621,holdout,2026-06-04,18,14,agent-sim-1.0,2026-06-04
sim_u_00001622,holdout,2026-06-04,20,11,agent-sim-1.0,2026-06-04
sim_u_00001623,holdout,2026-06-04,18,16,agent-sim-1.0,2026-06-04
sim_u_00001624,holdout,2026-06-04,8,7,agent-sim-1.0,2026-06-04
sim_u_00001625,holdout,2026-06-04,28,3,agent-sim-1.0,2026-06-04
sim_u_00001626,holdout,2026-06-04,24,6,agent-sim-1.0,2026-06-04
sim_u_00001627,holdout,2026-06-04,27,4,agent-sim-1.0,2026-06-04
sim_u_00001628,holdout,2026-06-04,14,8,agent-sim-1.0,2026-06-04
sim_u_00001629,holdout,2026-06-04,24,14,agent-sim-1.0,2026-06-04
sim_u_00001630,holdout,2026-06-04,11,15,agent-sim-1.0,2026-06-04
sim_u_00001631,holdout,2026-06-04,13,14,agent-sim-1.0,2026-06-04
sim_u_00001632,holdout,2026-06-04,14,15,agent-sim-1.0,2026-06-04
sim_u_00001633,holdout,2026-06-04,17,11,agent-sim-1.0,2026-06-04
sim_u_00001634,holdout,2026-06-04,10,5,agent-sim-1.0,2026-06-04
sim_u_00001635,holdout,2026-06-04,26,6,agent-sim-1.0,2026-06-04
sim_u_00001636,holdout,2026-06-04,23,2,agent-sim-1.0,2026-06-04
sim_u_00001637,holdout,2026-06-04,10,4,agent-sim-1.0,2026-06-04
sim_u_00001638,holdout,2026-06-04,13,11,agent-sim-1.0,2026-06-04
sim_u_00001639,holdout,2026-06-04,13,15,agent-sim-1.0,2026-06-04
sim_u_00001640,holdout,2026-06-04,19,11,agent-sim-1.0,2026-06-04
sim_u_00001641,holdout,2026-06-04,20,6,agent-sim-1.0,2026-06-04
sim_u_00001642,holdout,2026-06-04,20,13,agent-sim-1.0,2026-06-04
sim_u_00001643,holdout,2026-06-04,13,3,agent-sim-1.0,2026-06-04
sim_u_00001644,holdout,2026-06-04,8,11,agent-sim-1.0,2026-06-04
sim_u_00001645,holdout,2026-06-04,27,14,agent-sim-1.0,2026-06-04
sim_u_00001646,holdout,2026-06-04,14,11,agent-sim-1.0,2026-06-04
sim_u_00001647,holdout,2026-06-04,19,13,agent-sim-1.0,2026-06-04
sim_u_00001648,holdout,2026-06-04,26,7,agent-sim-1.0,2026-06-04
sim_u_00001649,holdout,2026-06-04,10,10,agent-sim-1.0,2026-06-04
sim_u_00001650,holdout,2026-06-04,28,14,agent-sim-1.0,2026-06-04
sim_u_00001651,holdout,2026-06-04,9,13,agent-sim-1.0,2026-06-04
sim_u_00001652,holdout,2026-06-04,20,3,agent-sim-1.0,2026-06-04
sim_u_00001653,holdout,2026-06-04,12,12,agent-sim-1.0,2026-06-04
sim_u_00001654,holdout,2026-06-04,28,5,agent-sim-1.0,2026-06-04
sim_u_00001655,holdout,2026-06-04,15,3,agent-sim-1.0,2026-06-04
sim_u_00001656,holdout,2026-06-04,18,5,agent-sim-1.0,2026-06-04
sim_u_00001657,holdout,2026-06-04,28,16,agent-sim-1.0,2026-06-04
sim_u_00001658,holdout,2026-06-04,7,10,agent-sim-1.0,2026-06-04
sim_u_00001659,holdout,2026-06-04,18,12,agent-sim-1.0,2026-06-04
sim_u_00001660,holdout,2026-06-04,8,9,agent-sim-1.0,2026-06-04
sim_u_00001661,holdout,2026-06-04,12,5,agent-sim-1.0,2026-06-04
sim_u_00001662,holdout,2026-06-04,12,3,agent-sim-1.0,2026-06-04
sim_u_00001663,holdout,2026-06-04,26,14,agent-sim-1.0,2026-06-04
sim_u_00001664,holdout,2026-06-04,22,12,agent-sim-1.0,2026-06-04
sim_u_00001665,holdout,2026-06-04,22,14,agent-sim-1.0,2026-06-04
sim_u_00001666,holdout,2026-06-04,16,12,agent-sim-1.0,2026-06-04
sim_u_00001667,holdout,2026-06-04,28,14,agent-sim-1.0,2026-06-04
sim_u_00001668,holdout,2026-06-04,28,3,agent-sim-1.0,2026-06-04
sim_u_00001669,holdout,2026-06-04,10,11,agent-sim-1.0,2026-06-04
sim_u_00001670,holdout,2026-06-04,19,3,agent-sim-1.0,2026-06-04
sim_u_00001671,holdout,2026-06-04,19,10,agent-sim-1.0,2026-06-04
sim_u_00001672,holdout,2026-06-04,15,13,agent-sim-1.0,2026-06-04
sim_u_00001673,holdout,2026-06-04,22,9,agent-sim-1.0,2026-06-04
sim_u_00001674,holdout,2026-06-04,19,15,agent-sim-1.0,2026-06-04
sim_u_00001675,holdout,2026-06-04,17,3,agent-sim-1.0,2026-06-04
sim_u_00001676,holdout,2026-06-04,28,12,agent-sim-1.0,2026-06-04
sim_u_00001677,holdout,2026-06-04,18,5,agent-sim-1.0,2026-06-04
sim_u_00001678,holdout,2026-06-04,22,8,agent-sim-1.0,2026-06-04
sim_u_00001679,holdout,2026-06-04,22,11,agent-sim-1.0,2026-06-04
sim_u_00001680,holdout,2026-06-04,21,8,agent-sim-1.0,2026-06-04
sim_u_00001681,holdout,2026-06-04,23,5,agent-sim-1.0,2026-06-04
sim_u_00001682,holdout,2026-06-04,24,3,agent-sim-1.0,2026-06-04
sim_u_00001683,holdout,2026-06-04,15,12,agent-sim-1.0,2026-06-04
sim_u_00001684,holdout,2026-06-04,7,12,agent-sim-1.0,2026-06-04
sim_u_00001685,holdout,2026-06-04,13,8,agent-sim-1.0,2026-06-04
sim_u_00001686,holdout,2026-06-04,24,10,agent-sim-1.0,2026-06-04
sim_u_00001687,holdout,2026-06-04,8,8,agent-sim-1.0,2026-06-04
sim_u_00001688,holdout,2026-06-04,9,3,agent-sim-1.0,2026-06-04
sim_u_00001689,holdout,2026-06-04,19,3,agent-sim-1.0,2026-06-04
sim_u_00001690,holdout,2026-06-04,19,14,agent-sim-1.0,2026-06-04
sim_u_00001691,holdout,2026-06-04,12,14,agent-sim-1.0,2026-06-04
sim_u_00001692,holdout,2026-06-04,11,13,agent-sim-1.0,2026-06-04
sim_u_00001693,holdout,2026-06-04,28,2,agent-sim-1.0,2026-06-04
sim_u_00001694,holdout,2026-06-04,17,11,agent-sim-1.0,2026-06-04
sim_u_00001695,holdout,2026-06-04,24,11,agent-sim-1.0,2026-06-04
sim_u_00001696,holdout,2026-06-04,17,3,agent-sim-1.0,2026-06-04
sim_u_00001697,holdout,2026-06-04,23,4,agent-sim-1.0,2026-06-04
sim_u_00001698,holdout,2026-06-04,28,16,agent-sim-1.0,2026-06-04
sim_u_00001699,holdout,2026-06-04,20,16,agent-sim-1.0,2026-06-04
sim_u_00001700,holdout,2026-06-04,23,5,agent-sim-1.0,2026-06-04
sim_u_00001701,holdout,2026-06-04,15,13,agent-sim-1.0,2026-06-04
sim_u_00001702,holdout,2026-06-04,18,7,agent-sim-1.0,2026-06-04
sim_u_00001703,holdout,2026-06-04,16,14,agent-sim-1.0,2026-06-04
sim_u_00001704,holdout,2026-06-04,14,8,agent-sim-1.0,2026-06-04
sim_u_00001705,holdout,2026-06-04,12,11,agent-sim-1.0,2026-06-04
sim_u_00001706,holdout,2026-06-04,12,11,agent-sim-1.0,2026-06-04
sim_u_00001707,holdout,2026-06-04,26,11,agent-sim-1.0,2026-06-04
sim_u_00001708,holdout,2026-06-04,10,5,agent-sim-1.0,2026-06-04
sim_u_00001709,holdout,2026-06-04,24,15,agent-sim-1.0,2026-06-04
sim_u_00001710,holdout,2026-06-04,20,5,agent-sim-1.0,2026-06-04
sim_u_00001711,holdout,2026-06-04,19,8,agent-sim-1.0,2026-06-04
sim_u_00001712,holdout,2026-06-04,14,9,agent-sim-1.0,2026-06-04
sim_u_00001713,holdout,2026-06-04,26,3,agent-sim-1.0,2026-06-04
sim_u_00001714,holdout,2026-06-04,22,4,agent-sim-1.0,2026-06-04
sim_u_00001715,holdout,2026-06-04,28,14,agent-sim-1.0,2026-06-04
sim_u_00001716,holdout,2026-06-04,15,15,agent-sim-1.0,2026-06-04
sim_u_00001717,holdout,2026-06-04,17,4,agent-sim-1.0,2026-06-04
sim_u_00001718,holdout,2026-06-04,10,14,agent-sim-1.0,2026-06-04
sim_u_00001719,holdout,2026-06-04,7,16,agent-sim-1.0,2026-06-04
sim_u_00001720,holdout,2026-06-04,8,15,agent-sim-1.0,2026-06-04
sim_u_00001721,holdout,2026-06-04,10,3,agent-sim-1.0,2026-06-04
sim_u_00001722,holdout,2026-06-04,28,3,agent-sim-1.0,2026-06-04
sim_u_00001723,holdout,2026-06-04,15,2,agent-sim-1.0,2026-06-04
sim_u_00001724,holdout,2026-06-04,14,14,agent-sim-1.0,2026-06-04
sim_u_00001725,holdout,2026-06-04,16,14,agent-sim-1.0,2026-06-04
sim_u_00001726,holdout,2026-06-04,14,14,agent-sim-1.0,2026-06-04
sim_u_00001727,holdout,2026-06-04,8,9,agent-sim-1.0,2026-06-04
sim_u_00001728,holdout,2026-06-04,16,8,agent-sim-1.0,2026-06-04
sim_u_00001729,holdout,2026-06-04,27,4,agent-sim-1.0,2026-06-04
sim_u_00001730,holdout,2026-06-04,28,14,agent-sim-1.0,2026-06-04
sim_u_00001731,holdout,2026-06-04,13,15,agent-sim-1.0,2026-06-04
sim_u_00001732,holdout,2026-06-04,26,11,agent-sim-1.0,2026-06-04
sim_u_00001733,holdout,2026-06-04,24,15,agent-sim-1.0,2026-06-04
sim_u_00001734,holdout,2026-06-04,24,8,agent-sim-1.0,2026-06-04
sim_u_00001735,holdout,2026-06-04,11,3,agent-sim-1.0,2026-06-04
sim_u_00001736,holdout,2026-06-04,14,13,agent-sim-1.0,2026-06-04
